"schoolname","State","District","No.students","percAmericanIndian","percAsian","percHawaiian","percBlack","percHispanic","percWhite","More","Lep","percIdea","perc504","Zip","Montessori","SCHID","ps","kinder","first","second","third","fourth","fifth","sixth","seventh","eighth","nineth","tenth","eleventh","twelfth","magnet","charter","SCHOOL_NAME","title","FRLperc","distance","weights","subclass","Corporal punishment_White","Corporal punishment_Black","Corporal punishment_Hispanic","Corporal punishment_tot_dis","in-school suspensions_White","in-school suspensions_Black","in-school suspensions_Hispanic","in-school suspensions_tot_dis","only one out-of-school_White","only one out-of-school_Black","only one out-of-school_Hispanic","only one out-of-school_tot_dis","more than one out-of-school_White","more than one out-of-school_Black","more than one out-of-school_Hispanic","more than one out-of-school_tot_dis","Expulsions_White","Expulsions_Black","Expulsions_Hispanic","Expulsions_tot_dis","Transferred_White","Transferred_Black","Transferred_Hispanic","Transferred_tot_dis","Referral_White","Referral_Black","Referral_Hispanic","Referral_tot_dis","arrest_White","arrest_Black","arrest_Hispanic","arrest_tot_dis"
"crossroadsscienceprogram","MN","st.paulpublicschooldistrict",336,0,31,0,40.2,5.7,12.2,11,26,16.1,5,55117,0,3000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"CROSSROADS SCIENCE PROGRAM",1,78.3,-0.0136881864211262,1,85,0,0,0,0,2,5,0,5,2,13,2,7,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cypressjunctionmontessori","FL","polk",159,0,1.9,0,10.7,15.7,69.8,1.9,0,6.3,7.5,33880,1,8572,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"CYPRESS JUNCTION MONTESSORI",1,3.2,2.7397119696823,1,16,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"daggettmontessori","TX","fortworthisd",509,0,3,0,6.9,54.8,33.2,2.4,10.4,11.6,11.8,76110,1,9037,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"DAGGETT MONTESSORI",1,44.5,0.404352895796039,1,17,0,0,0,0,2,1,6,NA,1,2,8,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"dantealighierimontessorischool","MA","boston",95,0,1.1,0,2,58,34.7,4.2,51.6,10.5,0,2128,1,2835,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"Dante Alighieri Montessori School",1,38,0.87624565601287,1,18,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"datermontessorielementaryschool","OH","cincinnaticity",802,0,0.7,0,42.8,1.6,45.9,9,6.7,17.8,7.5,45238,1,300,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Dater Montessori Elementary School",1,87.7,-0.861646475993016,1,19,0,0,0,0,3,18,0,NA,0,3,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"davinciinstitutek8","MI","davinciinstitute",193,0,1,0,6.2,2.6,84.5,5.7,1,20.2,1,49202,0,1118,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Da Vinci Institute K8",1,94.3,-0.15802216011931,1,77,0,0,0,0,0,0,0,0,7,0,1,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"davis21stcenturymagnetelementaryschool","CT","newhavenschooldistrict",511,1,0.8,0,59.7,16,19.2,3.5,0.8,12,1,6515,0,551,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Davis 21st Century Magnet Elementary School",1,51.1,0.591874525912224,1,70,0,0,0,0,0,2,0,1,1,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"delshireelementaryschool","OH","oakhillslocal",547,0,2.6,0,8,3.5,78.1,8,3.8,13.9,3.1,45238,0,2871,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Delshire Elementary School",1,50.5,-1.43637737869167,1,13,0,0,0,0,0,0,0,0,16,5,0,9,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"denalimontessorielementary","AK","anchorageschooldistrict",426,7.7,5,6.1,3.5,13.8,43.9,19.5,6.3,16.4,3,99501,1,72,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Denali Montessori Elementary",1,43,-1.51590057598559,1,20,0,0,0,0,4,2,3,NA,3,3,1,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"denisonmontessorischool","CO","schooldistrictno.1inthecountyofdenverandstateofc",403,1,6.9,0,1,59.3,30,1.7,14.6,14,1,80219,1,1522,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"DENISON MONTESSORI SCHOOL",1,58.5,-2.45318771374419,1,21,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"dixiemontessoriacademy","UT","dixiemontessoriacademy",410,2,0,1.7,0.5,12.4,76.6,7.1,0.2,22,0,84780,1,1452,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"Dixie Montessori Academy",1,39.1,-0.354159520581128,1,22,0,0,0,0,0,0,0,NA,1,0,0,NA,3,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"downtownmontessori","WI","downtownmontessoriagency",285,1.1,2.1,1.1,6,7.7,71.9,10.2,0,4.6,0,53207,1,2153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Downtown Montessori",1,14,2.81977027100734,1,23,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"durhamel","TX","houstonisd",570,0,0.2,0,15.8,63.7,18.4,1.9,31.4,4.6,4.4,77018,0,2444,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"DURHAM EL",1,74.2,-0.855212735011638,1,59,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dwightrichschoolofthearts","MI","lansingpublicschooldistrict",338,0,12.1,0,53.6,11.5,16,6,12.7,29.6,0,48911,0,8263,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Dwight Rich School of the Arts",1,78.6,-0.232167371955284,1,32,0,0,0,0,0,0,0,0,8,21,4,13,2,30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"earlylightacademyatdaybreak","UT","earlylightacademyatdaybreak",1002,0.2,2,1,1,9.6,82.4,4.2,0,17.6,1.5,84009,0,1268,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,"Early Light Academy at Daybreak",1,13.1,-1.210074572747,1,94,0,0,0,0,9,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eastfortworthmontessoriacademy","TX","eastfortworthmontessoriacademy",298,0,2,0,46.3,39.6,9.4,2.7,27.5,3.7,0.3,76103,1,9603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"EAST FORT WORTH MONTESSORI ACADEMY",1,79.2,0.113319525671477,1,25,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"easttexasmontessoriprepacademy","TX","longviewisd",1020,0.1,0.6,0,41,45.4,9.7,3,29.7,3.6,0,75601,1,13422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"EAST TEXAS MONTESSORI PREP ACADEMY",1,87.5,-1.23943572070012,1,26,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"elmagnetathays","TX","ectorcountyisd",409,0,1,0,7,71.4,18.6,2.4,15.2,2.4,0,79761,0,1581,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"EL MAGNET AT HAYS",1,36.4,-0.486795081521623,1,110,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"elmagnetatmilamel","TX","ectorcountyisd",517,0.4,0,0,4,81.6,12.6,0.8,20.9,6,0.4,79761,0,1585,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"EL MAGNET AT MILAM EL",1,49.9,-1.27191428624452,1,122,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"elmcitymontessorischool","CT","elmcitymontessorischooldistrict",171,0,0,0,43.9,28.1,23.4,4.7,2.9,2.9,1.8,6515,1,1683,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Elm City Montessori School",1,38.2,1.26531797935843,1,27,0,0,0,0,2,6,0,NA,2,4,0,NA,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"endeavorcharteracademy","MI","endeavorcharteracademy",645,0.3,5.4,0,33.5,9.1,36.4,15.2,7,10.5,0.9,49037,0,1100,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Endeavor Charter Academy",1,81.3,-1.27879007805385,1,39,0,0,0,0,7,11,1,3,13,27,5,8,15,25,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"enterpriseelemschool","IL","decatursd61",264,0,1.1,0,37.9,0.4,41.3,19.3,0.8,15.9,0.8,62521,0,1403,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Enterprise Elem School",1,65.8,0.0629233272868537,1,114,0,0,0,0,12,15,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"environmentalsciencesmagnetathookerschool","CT","hartfordschooldistrict",613,0.5,5.1,0,9.5,59.2,22.7,3.1,8.8,10.1,4.7,6106,0,366,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Environmental Sciences Magnet at Hooker School",1,71.1,-0.00052769403969033,1,43,0,0,0,0,4,1,15,5,0,0,4,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"erwinmontessori","NC","guilfordcountyschools",309,0,1,0,79.6,11.7,7.1,1,7.1,10.7,1,27405,1,769,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Erwin Montessori",1,62.9,0.0263996384920557,1,28,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"eugeniomariadehostosmicrosocietyschool","NY","yonkerscityschooldistrict",589,0.2,3.1,0,7.6,83.2,5.4,0.5,20.4,10.4,0.2,10705,0,4263,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"EUGENIO MARIA DE HOSTOS MICROSOCIETY SCHOOL",1,82,-1.20166394654814,1,45,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fairviewelementary2","AK","anchorageschooldistrict",412,12.1,8,26.5,20.1,15,10,8.5,36.9,12.1,1,99501,0,76,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Fairview Elementary",1,100,-2.75142128649546,1,100,0,0,0,0,2,46,12,18,4,23,4,8,2,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"familyschool32","NY","yonkerscityschooldistrict",588,0.5,5.3,0.2,16.8,56,19.9,1.4,10.7,27.7,0.2,10710,0,1077,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"FAMILY SCHOOL 32",1,66.5,-1.23643787161067,1,82,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farnsworthaerospacelower","MN","st.paulpublicschooldistrict",519,0.6,71,0,10.8,8.7,5.8,3.1,60.7,7.1,1.9,55106,0,1172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,"FARNSWORTH AEROSPACE LOWER",1,79.3,-1.30106944069136,1,102,0,0,0,0,2,0,0,2,0,7,0,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fernwoodmontessori","WI","milwaukeeschooldistrict",783,1,1.4,0.1,4.1,22.5,65.5,5.4,0.1,12.8,2.3,53207,1,1160,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Fernwood Montessori",1,23.5,-1.03318611487942,1,29,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"firststatemontessoriacademy","DE","firststatemontessoriacademy",509,1,4,1,18.5,3.7,70.9,0.8,2,13.8,7.7,19801,1,362,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,"First State Montessori Academy",1,13.8,1.41073065630292,1,30,0,0,0,0,2,3,0,NA,8,8,0,NA,3,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"fostertraditionalacademy","KY","jeffersoncounty",580,0.2,0,0,88.6,3.1,5.2,2.9,0.2,10.7,1.2,40211,0,745,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"Foster Traditional Academy",1,84.9,-0.990743937840265,1,91,0,0,0,0,2,30,2,11,1,21,0,5,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fourcornersmontessoriacademy","MI","fourcornersmontessoriacademy",471,0.2,5.1,0,20.4,5.3,67.5,1.1,0.6,10,0,48071,1,7979,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Four Corners Montessori Academy",1,32.7,1.8062849766777,1,31,0,0,0,0,1,0,0,NA,4,3,1,NA,3,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"fourseasonselementary","MN","st.paulpublicschooldistrict",497,0.2,20.7,0,42,14,14.1,9.1,36.8,14.9,1.8,55104,0,2671,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FOUR SEASONS ELEMENTARY",1,84.2,-1.08151316849461,1,33,0,0,0,0,0,2,0,1,0,12,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"franke.brighamacademy","FL","polk",546,0,3.3,0,22,20.5,49.6,4,3,2.7,6.2,33880,0,1728,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"FRANK E. BRIGHAM ACADEMY",1,37.8,0.863152743253847,1,5,0,0,0,0,0,0,0,0,0,8,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"franklinphoneticprimaryschool","AZ","franklinphoneticprimaryschoolinc.1",461,0.2,2,0.2,0.4,23,71,3.3,4,26.9,0.7,86314,0,1075,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Franklin Phonetic Primary School",1,48.7,-0.89806148100816,1,12,0,0,0,0,1,1,5,6,14,1,5,4,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gardenoaksmontessori","TX","houstonisd",822,0.4,1,0.2,4.5,56.1,32.6,5.2,23.4,7.8,10.5,77018,1,2463,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"GARDEN OAKS MONTESSORI",1,46.4,0.859334079934487,1,32,0,0,0,0,0,1,13,NA,0,0,3,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"garfieldmontessorischool","IL","decatursd61",357,0.3,1.1,0,24.6,0.6,60.5,12.9,0,12.6,0.3,62521,1,1398,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"Garfield Montessori School",1,37.5,1.46605190692608,1,34,0,0,0,0,15,7,0,NA,0,6,0,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"georgebannermandealeyinternationalacademy(ms)","TX","dallasindependentschooldistrict",170,0,8.8,0,9.4,38,37.1,6.5,4.1,2.4,10.6,75230,0,7854,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"GEORGE BANNERMAN DEALEY INTERNATIONAL ACADEMY",1,47.1,-0.727791618648484,1,28,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"georgebannermandealeymontessori(es)","TX","dallasindependentschooldistrict",441,0,12.7,0,9.8,28,41.5,7.9,4.1,5.2,9.1,75230,1,6932,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"GEORGE BANNERMAN DEALEY MONTESSORI",1,27.4,1.47902330586701,1,35,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"goodwatermontessorischool","TX","goodwatermontessorischool",300,0,3.3,0,4,25.3,59,8.7,0,3.7,0,78626,1,13449,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"GOODWATER MONTESSORI SCHOOL",1,18.2,1.38891194532671,1,37,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"governmenthillelementary","AK","anchorageschooldistrict",472,1.5,3,6.8,2.3,52.3,26.5,7.6,35.8,13.6,1,99501,0,504,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Government Hill Elementary",1,66.1,-4.38749118455143,1,98,0,0,0,0,4,2,4,2,1,0,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grandrapidschilddiscoverycenter","MI","grandrapidschilddiscoverycenter",262,2,2,0,17.2,9.9,60.3,9,9,7.3,2,49503,0,1235,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Grand Rapids Child Discovery Center",1,45.8,-0.210334420284918,1,96,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grandrapidsmontessoripublicschool","MI","grandrapidspublicschools",480,1,2,0,21,17.7,49.4,9,4,9.8,0,49503,1,881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Grand Rapids Montessori Public School",1,56.9,-0.9102834075851,1,38,0,0,0,0,0,0,0,NA,3,18,6,NA,2,8,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"gulfportmontessorielementaryschool","FL","pinellas",618,0.2,1.3,0,61.8,11,22.7,3.4,2,13.1,3.1,33803,1,1626,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"GULFPORT MONTESSORI ELEMENTARY SCHOOL",1,80.9,-0.895587493945764,1,39,0,0,0,0,0,7,0,NA,0,11,0,NA,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"haashallacademyjonescenter","AR","haashallacademy",155,1.9,6,0.6,3.2,19.4,60.6,7.7,7.1,0,5.2,72764,0,1640,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"HAAS HALL ACADEMY JONES CENTER",1,5.2,0.13274881513027,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hammondwestsidemontessori","LA","tangipahoaparish",1134,0.2,0.4,0,57,2.4,30,10.1,2.8,12.3,4.1,70403,1,1900,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Hammond Westside Montessori",1,56.3,-2.16405686410103,1,40,0,0,0,0,13,109,1,NA,12,80,0,NA,4,59,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA
"harrystonemontessoriacademy(es)","TX","dallasindependentschooldistrict",350,0,0.3,0,44.9,45.4,7.1,2.3,15.1,0.6,4,75216,1,465,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"HARRY STONE MONTESSORI ACADEMY (ES)",1,51.9,0.47145416836843,1,41,0,0,0,0,0,0,0,NA,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"harrystonemontessoriacademy(ms)","TX","dallasindependentschooldistrict",231,0,0,0,30.3,59.3,6.1,3.9,22.1,2.6,5.2,75216,1,7853,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,"HARRY STONE MONTESSORI ACADEMY",1,75.7,-2.5784729638105,1,42,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"hawthornmiddle","MO","hawthornleadershipschlgirls",157,0,0,0,93.6,1,5.1,1,0,8.3,2,63113,0,3274,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,"HAWTHORN MIDDLE",1,100,-2.07736898491218,1,101,0,0,0,0,0,18,0,1,0,21,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hazelparkpreparatoryacademy","MN","st.paulpublicschooldistrict",661,0.5,32,0,41,16,5.9,4.5,25.6,12.1,1.4,55106,0,4457,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,"HAZEL PARK PREPARATORY ACADEMY",1,81.2,-0.503307844137329,1,41,0,0,0,0,0,2,0,0,3,30,8,7,3,60,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hillcrestpdsmagnet","TX","wacoisd",430,0,0,0,19.8,54.2,22.6,3,9.3,5.8,5.8,76710,0,5048,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"HILLCREST PDS MAGNET",1,73.3,-0.108955274694254,1,90,0,0,0,0,7,14,30,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hillviewmontessoricharterpublicschool","MA","hillviewmontessoricharterpublic(district)",298,0,1.3,0,5.4,19.8,69.5,4,7,17.1,5.4,1835,1,1846,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Hill View Montessori Charter Public School",1,18.2,1.24788480313996,1,43,0,0,0,0,4,5,2,NA,0,0,0,NA,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"hopecharter","FL","orange",443,0.7,2.9,0.7,10.4,14.2,68.8,2.3,0.2,7,7,34761,0,3738,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"HOPE CHARTER",1,2.3,1.80273653852563,1,23,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"horizonmontessoriiii","TX","horizonmontessoripublicschools",341,0,1.5,0,0.3,91,6,0.3,21.7,2.6,0.9,78550,1,12111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"HORIZON MONTESSORI III",1,71.3,0.575587020281022,1,44,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"hughroeo'donnell","MA","boston",265,0,1.9,0,2,90,5.3,1.1,74,9.8,0,2128,0,249,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Hugh Roe O'Donnell",1,64,-1.54414912759256,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hydeparkschool","OH","cincinnaticity",531,0,6.4,0,18.3,2.8,65.9,6,3.4,10.5,4.3,45208,0,5713,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"Hyde Park School",1,17.4,-0.756278506644844,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ileadchartersch","WI","maustonschooldistrict",45,4.4,0,0,0,8.9,86.7,0,0,4.4,4,53948,0,2863,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,"iLEAD Charter Sch",1,37.8,-1.16837662776421,1,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"innovationmontessoriocoee","FL","orange",405,0.2,3,0.5,12.3,24,56.3,3.7,1.5,5,5,34761,1,7955,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"INNOVATION MONTESSORI OCOEE",1,4.4,1.45880645701118,1,46,0,0,0,0,0,0,2,NA,2,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"internationalschoolofbroward","FL","broward",137,0,0,0,43.8,28.5,26,1.5,33.6,3.6,3,33024,0,7300,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,"INTERNATIONAL SCHOOL OF BROWARD",1,8.8,-0.545366360254597,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"irwinacademyofperformingarts","CA","victorelementary",688,1.6,0.6,0.1,24,58.9,10.9,3.9,14.2,12,0.6,92395,0,6773,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Irwin Academy of Performing Arts",1,88.7,-5.47175590928058,1,48,0,0,0,0,0,4,2,0,0,3,5,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"islandvillagemontessorischool","FL","sarasota",667,0.1,1.2,0,1,15.4,76,6.1,3,10.5,6.3,34292,1,3799,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,"ISLAND VILLAGE MONTESSORI SCHOOL",1,45.1,0.210106051066932,1,47,0,0,0,0,0,0,0,NA,8,0,0,NA,4,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"jacksoncharterschool","IL","rockfordsd205",371,0.8,0,0.5,70.4,11.1,10.8,6.5,4,18.1,2.7,61107,0,6154,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,"Jackson Charter School",1,28.6,0.283609229007675,1,34,0,0,0,0,33,231,1,17,6,48,0,8,10,81,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jamesn.gamblemontessorihighschool","OH","cincinnaticity",505,1,1,0,69.1,2.6,20,6.7,4.4,35,5,45211,1,5375,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,"James N. Gamble Montessori High School",1,80.7,-5.48598776830715,1,48,0,0,0,0,0,2,0,NA,1,13,0,NA,1,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
